Line Tag,Cluster Sequence
"<f107r.9,+P0>","[8, None, None, 5, None, None, None, None, None, 5, 3]"
"<f107r.10,+P0>","[None, None, None, None, None, 8, None, None, None, 5, 3]"
"<f107r.11,+P0>","[None, None, 3, None, 2, 8, None, 3, 8, 8, 8, 8, 0]"
"<f107r.12,+P0>","[8, None, None, 5, 5]"
"<f107r.13,+P0>","[None, 8, None, None, None, None, None, 0, None, 0]"
"<f107r.14,+P0>","[None, None, None, None, 3, 5, None, 0, 3, None, None, 0]"
"<f107r.15,+P0>","[None, 8, None, None, None, 0, 8, None, None, 8, 3]"
"<f107r.16,+P0>","[None, None, None, 0, None, None, None, 5, 0]"
"<f107r.17,+P0>","[5, None, 3, None]"
"<f107r.18,+P0>","[5, None, 3, None, None, 8, None, None, 6, 2, 3]"
"<f107r.19,+P0>","[8, 6, 5, None, 2, 8, None, 8, None, None, None, 3]"
"<f107r.20,+P0>","[None, None]"
"<f107r.21,+P0>","[3, 6, 8, 8, None, None, None, 8, None, 8, 8]"
"<f107r.22,+P0>","[None, 9, None, 8, None, None, None, 8, 5, 9, 8]"
"<f107r.23,+P0>","[None, None, None]"
"<f107r.24,+P0>","[8, 3, None, 9, None, 5, 3, None, 5, 3, 8, None, 3, 5, 6]"
"<f107r.25,+P0>","[None, None, 9, None, None, None, None, None, None, None, 8]"
"<f107r.26,+P0>","[None, None, None, None, 8, 0, 9, None]"
"<f107r.27,+P0>","[8, 3, None, None, 0, None, None, None, None, None, 5]"
"<f107r.28,+P0>","[9, 8, None, None, None, 8, None, None, 8, 2, 2]"
"<f107r.29,+P0>","[None, None, 3, None]"
"<f107r.30,+P0>","[3, None, None, 5, 8, 3, None, None, 6, 5, 8]"
"<f107r.31,+P0>","[8, None, None, 8, None, None, 9, 3, 9, None, 8, 8, None, 2]"
"<f107r.32,+P0>","[None, None, 9, None, 8, 8, 0, None, 5]"
"<f107r.33,+P0>","[2, None, None, 8, None, None, 5, None, None, 5, 9]"
"<f107r.34,+P0>","[3, 3, None, None, None, 3, 8, 0, 0, 6]"
"<f107r.35,+P0>","[8, None, None, None, None, 8, None, None, 3, 6, 5]"
"<f107r.36,+P0>","[3, 3, None, None, None, None, 3, 3, None, None, None, 8, 5]"
"<f107r.37,+P0>","[None, None, None, 3, 5]"
"<f107r.38,+P0>","[5, 5, None, None, None, None, None, None, 3]"
"<f107r.39,+P0>","[5, None, None, None, None, 3, 8, None, 3, 3, None, None]"
"<f107r.40,+P0>","[3, None, None, None, 8, 0, 6, 0, 8, 9]"
"<f107r.41,+P0>","[None, 3, None, None, 0, 0]"
"<f107r.42,+P0>","[None, 8, None, 8, None, None, None, None, 3, 3, 5, 5]"
"<f107r.43,+P0>","[None, None, 8, None, None, None, 0, 3, None, 5]"
"<f107r.44,+P0>","[None, None, None, None]"
"<f107r.45,+P0>","[9, None, None, None, None, 9, 8, None, 6, 8, 0, 0, 8]"
"<f107r.46,+P0>","[3, None, None, None, 6, None, 8, 0, 3, None, 0, 5]"
"<f107r.47,+P0>","[8, None, 8, None, 5]"
"<f107r.48,+P0>","[None, None, 8, 0, 3, 9, 9, None, 0, 8, 0, 2, 8]"
"<f107r.49,+P0>","[8, 3, 3, None, None, 9, None, 8, 9, None, None]"
"<f107r.50,+P0>","[None, 3, None, None, 5, None, 2, 8, None, None, 8, 3]"
"<f107r.51,+P0>","[3, 3, None, 6, None, 0, 0, 6, None, None, 0]"
<f107v>,[]
"<f107v.1,@P0>","[5, None, None, 8, 0, None, 3, None, None, 0, None]"
"<f107v.2,+P0>","[8, None, 6, 8, None, None, 0, None, None, 8, 0, 5, 6]"
"<f107v.3,+P0>","[5, 3, 5, None, None, 9, None, 3, None, 8, 0, 6, 8]"
"<f107v.4,+P0>","[8, None, None, None, None, 0, 8]"
"<f107v.5,+P0>","[8, None, None, None, None, None, None, None, None, 2, 5]"
"<f107v.6,+P0>","[8, 8, None, None, None, None, 8, 3, 8, 8, None]"
"<f107v.7,+P0>","[3, None, None, None]"
"<f107v.8,+P0>","[None, None, None, None, None, None, None, None, None]"
"<f107v.9,+P0>","[8, None, None, None, None, 2, None, 3]"
"<f107v.10,+P0>","[None, None, None, None, None, None, None]"
"<f107v.11,+P0>","[None, 9, None, None, None, None, None, 0, None, None]"
"<f107v.12,+P0>","[None, None, None, 8, 6, None, None, 6, None, None, 0]"
"<f107v.13,+P0>","[None, None, None, None, 0, None, 0, None, None, 5]"
"<f107v.14,+P0>","[8, None, 9, None, None, None, None, None, None, 3]"
"<f107v.15,+P0>","[5, None, None, 8, 8, None, 0, None, 5]"
"<f107v.16,+P0>","[5, 9, None, 9, 8, None, None, 3, 5, 5]"
"<f107v.17,+P0>","[8, 8, None, None, 8, 9, None, None, None, None, 3]"
"<f107v.18,+P0>","[None, None, None, 8, 8, None, 8, 0, 8, 3]"
"<f107v.19,+P0>","[3, 6, 8, None, 9, None, 8]"
"<f107v.20,+P0>","[3, 8, 3, 9, 8, None, None, None, None, 6]"
"<f107v.21,+P0>","[3, 6, 8, None, None, None, 3, 3, 8, 9, 0, 0]"
"<f107v.22,+P0>","[3, 3, 6, 6, None, None]"
"<f107v.23,+P0>","[None, 3, 8, None, None, None, 6, 0, 0, 8]"
"<f107v.24,+P0>","[8, 6, None, 6, 8]"
"<f107v.25,+P0>","[5, 5, None, None, 3, 3, None, 0, 3, 8, None, 3]"
"<f107v.26,+P0>","[8, None, None, None, None, 0, 8, None, 6]"
"<f107v.27,+P0>","[3, 8, None, None, 9, None, 3, 8, None, None, None, None]"
"<f107v.28,+P0>","[8, None, None, None, 8, 3]"
"<f107v.29,+P0>","[None, None, None, None, None, None, None, 8, 3]"
"<f107v.30,+P0>","[8, 3, 8, None, 0, None, 8, None, None, None, None]"
"<f107v.31,+P0>","[5, None, 8, None, None, None, None, 5]"
"<f107v.32,+P0>","[3, 8, None, 8, 0, None, None, None, None]"
"<f107v.33,+P0>","[5, None, None, 6, 8, 8, None, 8, 8, 8, 3]"
"<f107v.34,+P0>","[5, None, None, None, 8, None]"
"<f107v.35,+P0>","[None, None, None, None, 5, None, None, None, None, 8]"
"<f107v.36,+P0>","[3, None, None, None, None, None, 8, 3, 6, 6]"
"<f107v.37,+P0>","[3, 9, None, None, None, None, None, 8, 0]"
"<f107v.38,+P0>","[8, None, None, None, None, None, None, None, 3]"
"<f107v.39,+P0>","[8, None, 6, 6, None, 8, 9, 6, 8]"
"<f107v.40,+P0>","[None, None, None, 8, 8, 5]"
"<f107v.41,+P0>","[5, 3, None, None, 3, None, None, None, None, None, None, 3]"
"<f107v.42,+P0>","[8, 3, None, None]"
"<f107v.43,+P0>","[3, None, 5, None, None, None, None, None, 5, 8, None]"
"<f107v.44,+P0>","[None, 6, 3, 5, None, None]"
"<f107v.45,+P0>","[3, 8, None, 3, None, None, None, 5, 8, 3]"
"<f107v.46,+P0>","[8, 8, None, None, 3, None, 9, None, None, None]"
"<f107v.47,+P0>","[None, None, None, None, None, None, 8, 8, None, 6]"
"<f107v.48,+P0>","[None, None, None, None, None, None, None, 0, None, 5]"
"<f107v.49,+P0>","[None, None, None, None, None, 8, None]"
<f108r>,[]
"<f108r.1,@P0>","[None, None, None, None, None, 6, 8, 3, 3, None, None]"
"<f108r.2,+P0>","[None, None, None, None, None, 0, 0, None, None, None, None]"
"<f108r.3,+P0>","[None, None, None, None, None, None, None, None, None, None, 3]"
"<f108r.4,+P0>","[None, None, None, None, None, 8, None]"
"<f108r.5,+P0>","[None, None, None, None, None, None, None, None, None, None, 0]"
"<f108r.6,+P0>","[6, None, None, None, None, None, None, None, None, None, None, 8, 8]"
"<f108r.7,+P0>","[None, None, None, None, None, 8, None, 8, None, None, None]"
"<f108r.8,+P0>","[None, None, None, 3, None, None, None, None, None, None, None, None]"
"<f108r.9,+P0>","[None, None, None, None, None, 5, None, 0, 9, 3, 3, None]"
"<f108r.10,+P0>","[3, None, None, None, None, None, None, None, 8, None, 8]"
"<f108r.11,+P0>","[None, 3, 8, None, None, None, 8, None, 8, 0, 8, 6]"
"<f108r.12,+P0>","[None, None, 8, 3, None, None, None, 8, 9, 5, 5]"
"<f108r.13,+P0>","[None, 8, 3, 5]"
"<f108r.14,+P0>","[None, None, None, None, None, None, None, 3, None, None, 0]"
"<f108r.15,+P0>","[5, None, None, None, None, None, None, None, 5, 8]"
"<f108r.16,+P0>","[None, 6, None, 8, 3, 8]"
"<f108r.17,+P0>","[None, None, None, None, 8, None, 3, 3, None, None]"
"<f108r.18,+P0>","[None, 3, 8, None, None, None, None, None, 9, 3, None]"
"<f108r.19,+P0>","[None, None, None, 9, 9, None, None, None, None, 8]"
"<f108r.20,+P0>","[8, None, None, None, None, 5, None]"
"<f108r.21,+P0>","[None, None, None, None, None, None, None, 0, None]"
"<f108r.22,+P0>","[None, None, 3, None, 0, 6, None, None, None, 8, 8, None]"
"<f108r.23,+P0>","[None, None, 8, None]"
"<f108r.24,+P0>","[3, None, None, None, None, None, None, 9, None, 3, None, 8]"
"<f108r.25,+P0>","[None, 8, None, None, None, None, None, None, 3, None, 6, 5, 3]"
"<f108r.26,+P0>","[5, 9, None, None, None, 3, None, None, 0, None, None]"
"<f108r.27,+P0>","[None, 8, None, None, None, None, None, None, None, None, None]"
"<f108r.28,+P0>","[5, None, None, None, 8]"
"<f108r.29,+P0>","[None, None, None, None, None, None, None, None, None]"
"<f108r.30,+P0>","[None, None, None, 8, None, None, 8, 3]"
"<f108r.31,+P0>","[None, None, None, None, None, None, None, None, None, None]"
"<f108r.32,+P0>","[None, None, None, None, None, None, None, 0, None, 5, 3, 3]"
"<f108r.33,+P0>","[None, None, None, None, None, None, 8, None, None, None]"
"<f108r.34,+P0>","[None, None, None, 8]"
"<f108r.35,+P0>","[None, None, None, None, None, None, 6, None, None, None]"
"<f108r.36,+P0>","[None, None, None, None, None, None, None, None, None]"
"<f108r.37,+P0>","[None, None, None, None, None, None, None, None, 5, None, 3]"
"<f108r.38,+P0>","[None, None, None, None, None, None]"
"<f108r.39,+P0>","[3, 3, None, None, None, None, 0, 3, None, None, None, None]"
"<f108r.40,+P0>","[9, 8, None, None, None, None, None, None, 3, 8, None]"
"<f108r.41,+P0>","[None, None, None, None, None, 8, None, None, 3, None]"
"<f108r.42,+P0>","[None, None, None, None, None, None, None, None, 0, 6]"
"<f108r.43,+P0>","[None, None, None, None, 6, None, None, 3, 6, None, None, None]"
"<f108r.44,+P0>","[None, None, 8, None, 0, None]"
"<f108r.45,+P0>","[8, None, None, None, None, None, None, None, None, None, 3]"
"<f108r.46,+P0>","[None, None, 8, None, None, None, None, None, None, None, 3]"
"<f108r.47,+P0>","[None, None, 8, None, None, None, None, None, None, 3, None]"
"<f108r.48,+P0>","[None, None, 3, None, None, 8, 3, None, None, None, None, None]"
"<f108r.49,+P0>","[None, None, None, None, None, None, None, None, None, None]"
"<f108r.50,+P0>","[None, 8, None, None, None, 9, None, 3, 9]"
<f108v>,[]
"<f108v.1,@P0>","[None, None, None, None, 8, 3, 8, None, None, None, 8, 6]"
"<f108v.2,+P0>","[8, None, None, None, 8, None, None, None, None, 3, 9]"
"<f108v.3,+P0>","[None, 6, None, None, None, None, None, None, None, 8]"
"<f108v.4,+P0>","[None, None, None, None, None, 3, 3, 3, None]"
"<f108v.5,+P0>","[3, None, 9, None, None, 5, 8, None, None, None, 8]"
"<f108v.6,+P0>","[None, None, None, None, None, None, None, None, None, None]"
"<f108v.7,+P0>","[None, None, None, None, None, None, None, None, None, 8, 8]"
"<f108v.8,+P0>","[None, None, None, None, None, None, None, 8, None, 3, 0]"
"<f108v.9,+P0>","[None, 3, None, None, 9, 8, None, None, None, None, None, None]"
"<f108v.10,+P0>","[6, None, None, None, None, 8, 9, 5, None, None, None]"
"<f108v.11,+P0>","[5, 3, None, None, None, None, None, None, None, None]"
"<f108v.12,+P0>","[None, None, None, None, None, None, None, None, 3, 8, None, None]"
"<f108v.13,+P0>","[8, None, None, None, None, 8, None, None, None, None, 5]"
"<f108v.14,+P0>","[None, 8, 8, 8, None, None, 5, 6, None]"
"<f108v.15,+P0>","[None, None, None, None, None, 5, None, None, 5]"
"<f108v.16,+P0>","[None, None, None, None, None, None, None, None, None, None, None]"
"<f108v.17,+P0>","[None, None, None, None, None, None, None, None, None, 0, 5]"
"<f108v.18,+P0>","[None, None, None, None, None, None, 8, 8, 3, None, 6, 3, 8, 8]"
"<f108v.19,+P0>","[None, 6, None, None]"
"<f108v.20,+P0>","[None, None, None, None, None, None, None, None, 8, 8, 6]"
"<f108v.21,+P0>","[8, None, None, 8, None, None, None, None, None, None, 3]"
"<f108v.22,+P0>","[8, None, None, 8, 3, None, None, None, None, 0, 3]"
"<f108v.23,+P0>","[None, None, None, None, None, 8, None, None, 0, 8, None, None]"
"<f108v.24,+P0>","[8, None, None, 6, 8, 3, 6, None, 8, None, None, 5]"
"<f108v.25,+P0>","[None, None, 8, 8, 6, None, None, 8, 8, None, None, None, 3]"
"<f108v.26,+P0>","[5, None, None, None, None, 3, 3, 8, 5, None, 8, 9, 3, 3]"
"<f108v.27,+P0>","[5, None, None, 8, 3, 3, None, 6, None, 8, 2, 3, 9]"
"<f108v.28,+P0>","[3, None, None, None, None, 8, 3, None, 0, None, None, 3, 3]"
"<f108v.29,+P0>","[3, None, 8, None, None, None, None]"
"<f108v.30,+P0>","[None, None, None, None, None, None, 3, 8, None, None, None]"
"<f108v.31,+P0>","[6, None, None, None, None, None, None, None, None, None, 3]"
"<f108v.32,+P0>","[8, None, None, None, None, None, None, None, None, None]"
"<f108v.33,+P0>","[5, 3, None, None, None, None, None, None, None, None, None]"
"<f108v.34,+P0>","[None, None, None, None, None, None, None, None, None, None]"
"<f108v.35,+P0>","[8, None, 3, None, None, None, None, None, None, None, None]"
"<f108v.36,+P0>","[8, None, None, None, None, None, None, None, 8, 3, 3, None, 0, 2]"
"<f108v.37,+P0>","[5, None, None, None, None, None, None, 3, None, None, 5]"
"<f108v.38,+P0>","[None, None, None, None, None, None, None, None, None, 0]"
"<f108v.39,+P0>","[5, None, None, None, 5, 3, 3, None, 6, None, None, None, 3]"
"<f108v.40,+P0>","[8, None, None, None, None, None, None, None, None, None]"
"<f108v.41,+P0>","[None, None, None, None, None, None, None, 9, 3, 0]"
"<f108v.42,+P0>","[None, None, None, None, None, None, None, None, None, None]"
"<f108v.43,+P0>","[None, None, None, None, None, None, None, None, None]"
"<f108v.44,+P0>","[None, None, None, None, None, None, None, None, None, None, None, None, None]"
"<f108v.45,+P0>","[None, None, None, None, None, None, None, None, None, None, 3, 3]"
"<f108v.46,+P0>","[8, None, None, None, None, 8, None, None, None, None, None, 3]"
"<f108v.47,+P0>","[None, None, None, None, None, None, None, None, None, None]"
"<f108v.48,+P0>","[5, 3, None, None, None, None, None, None, None, None, 3, 3, None]"
"<f108v.49,+P0>","[8, 8, None, 8, None, None, None, None, None, None, None, 6]"
"<f108v.50,+P0>","[None, None, None, None, None, None, None, None, 8, None, None, None]"
"<f108v.51,+P0>","[None, None, None, None, None, None, None, None, None, None, 3]"
"<f108v.52,+P0>","[8, None, None, None, None, None, None, None, 8, None, None]"
"<f108v.53,+Pr>","[None, None, None, None]"
<f111r>,[]
"<f111r.1,@P0>","[None, None, 5, None, None, None, None, None, 8, 8, None]"
"<f111r.2,+P0>","[5, None, None, None, None, None, None, None, None, None, None, None]"
"<f111r.3,+P0>","[None, None, None, None, None, None, None, None, None, 5, 5]"
"<f111r.4,+P0>","[8, None, None, 8, None, None, None, None, None, None, 8, 3, 3]"
"<f111r.5,+P0>","[8, None, 6, None, None, None, 0]"
"<f111r.6,+P0>","[8, None, None, None, None, None, None, None, None, None, None, None, 3]"
"<f111r.7,+P0>","[None, None, None, None, None, None, None, None, 8, None, 0, 8, 8]"
"<f111r.8,+P0>","[8, 8, None, 8, None, None, None, None, None, None, None, None]"
"<f111r.9,+P0>","[None, None, 6, None, None, None, None, 8, None, None, None, 3, 3]"
"<f111r.10,+P0>","[None, None, None, None, None, None, None, 6, None, None, 8, 0]"
"<f111r.11,+P0>","[None, None, None, None, None, None, 3, None, None, None, 8, 5]"
"<f111r.12,+P0>","[None, None, None, None, None, None, None, None, 3, None, None]"
"<f111r.13,+P0>","[None, None, None, None, 8, 3, None, 8, 8, None, 5, None, None, None]"
"<f111r.14,+P0>","[None, None, None, None, 8, None, None, None, None, None, None, None]"
"<f111r.15,+P0>","[None, 8, None, None, None, 8, None, None, 8, None, None, 3, None]"
"<f111r.16,+P0>","[None, None, None, None, None, None, None, None, None, None, None]"
"<f111r.17,+P0>","[None, None, None, None, None, None, None, 9, None, None, None, 0]"
"<f111r.18,+P0>","[8, None, None, None, None, None, None, None, None, None, None, None]"
"<f111r.19,+P0>","[8, None, None, None, None, 6, None, None, None, None, 3]"
"<f111r.20,+P0>","[None, None, None, None, None, None, None, None, None, None, None, 6, 5]"
"<f111r.21,+P0>","[8, 8, 3, None, None, 3, None, None, None, None, None, 3, 8, None]"
"<f111r.22,+P0>","[None, 3, None, None, None, None, 3, None, None, None, None, None, None, None]"
"<f111r.23,+P0>","[None, None, None, None, None, None, 8, None, None, None]"
"<f111r.24,+P0>","[5, None, None, None, None, None, None, None, None, 8, None, 3, 3]"
"<f111r.25,+P0>","[8, None, None, None, None, None, 8, None, 8, None, 6, 8, 6, None]"
"<f111r.26,+P0>","[8, 6, None, None, None, None, None, None, 3, None, None, None, 8]"
"<f111r.27,+P0>","[3, None, None, None, None, None, None, None, 8, None, None, 6]"
"<f111r.28,+P0>","[None, None, None, None, None, None, None, 3, 8, None, None, 3, 8]"
"<f111r.29,+P0>","[None, None, None, 8, None, None, None, 3, 3, None, None, None, None]"
"<f111r.30,+P0>","[None, None, None, None, 3, None, 5, 8, None, None, None]"
"<f111r.31,+P0>","[None, None, None, None, None, None, None, None, None]"
"<f111r.32,+P0>","[None, None, 3, None, None, None, None, None, None, None]"
"<f111r.33,+P0>","[None, 8, 3, 3, None, 3, None, None, None, None, None, None, 3]"
"<f111r.34,+P0>","[7, None, 6, None, 6, 3, None, None, 3, None, None, None, 8]"
"<f111r.35,+P0>","[None, 3, 8, 5, 8]"
"<f111r.36,+P0>","[3, None, None, None, None, None, None, None, None]"
"<f111r.37,+P0>","[8, None, 3, None, None, None, 3, None, None, None, 5, None, None]"
"<f111r.38,+P0>","[None, 8, 3, None, None, None, None, None, None, 3, 3]"
"<f111r.39,+P0>","[8, None, 8, None, None, None, None, None, None, None]"
"<f111r.40,+P0>","[8, 3, None, None, None, None, None, None, None, None, 3]"
"<f111r.41,+P0>","[None, 8, None, None, None, None, None, None, 8, 0]"
"<f111r.42,+P0>","[None, 3, None, None, None, 3, None, None, None, None, 3, 8]"
"<f111r.43,+P0>","[None, None, None, None, None]"
"<f111r.44,+P0>","[None, None, None, None, None, None, None, None, None, None, 0]"
"<f111r.45,+P0>","[6, 3, None, None, None, 8, None, None, None, None, None, None]"
"<f111r.46,+P0>","[8, None, None, None, None, None, None, 5, 3, None, 8, 8, None]"
"<f111r.47,+P0>","[None, None, None, None, None, 3, None, None, None]"
"<f111r.48,+P0>","[None, None, None, None, None, None, None, None, None, 5]"
"<f111r.49,+P0>","[None, None, None, None, None, None, None, None, None, None, None, 3]"
"<f111r.50,+P0>","[None, 3, None, None, None, None, None, None, None, None, 3]"
"<f111r.51,+P0>","[None, None, None, None, 9, 8, 8, None, 8, 3, None, None, None]"
"<f111r.52,+P0>","[8, 3, 3, None, None, None, None, None, 5, None, None, 8, 3]"
"<f111r.53,+P0>","[None, 8, None, None, 5, None, None, None, None, 8]"
"<f111r.54,+P0>","[5, None, 5, None, 0, 9]"
<f111v>,[]
"<f111v.1,@P0>","[None, None, None, None, 5, None, None, None, None]"
"<f111v.2,+P0>","[None, None, None, None, None, None, None, None, None, None, None]"
"<f111v.3,+P0>","[8, None, None, None, None, None, None, 8, None, 0, None, 0]"
"<f111v.4,+P0>","[8, None, None, 3, None, None, None, None, None, None, 3]"
"<f111v.5,+P0>","[None, 8, 8, None, None, None, None, None, None, None, None, 8]"
"<f111v.6,+P0>","[None, None, None, None, None, None, None, 3, 8, None, 8, 3, None]"
"<f111v.7,+P0>","[None, None, None, None, None, 3, None, 0, 5, None, 3]"
"<f111v.8,+P0>","[None, None, None, None, None, 8, 3, 3, None, None, None, None, 8]"
"<f111v.9,+P0>","[None, None, None, 3, 9, None, None, None, None, None, None, 8]"
"<f111v.10,+P0>","[8, None, None, 8, None, 3, 6, 8, None, None, None, None, None, 3]"
"<f111v.11,+P0>","[None, None, 8, None, 0, None, None, None, None, None]"
"<f111v.12,+P0>","[None, 3, None, None, None, None, None, None, None, None, None]"
"<f111v.13,+P0>","[None, 8, None, None, 9, None, 8, None, None, None, 3, 3]"
"<f111v.14,+P0>","[None, None, None, None, 6, 3, None, None, None, None, None, 3]"
"<f111v.15,+P0>","[3, None, 3, 0, None, 3, 5, None, 0, None, None, None, 0, 3, 3]"
"<f111v.16,+P0>","[None, None, None, None, None, 8, 3, None, None, 0, 8, 8, 8]"
"<f111v.17,+P0>","[5, None, 8, None, None, None, None, 8, 3, None, None, 0]"
"<f111v.18,+P0>","[5, None, None, 8, None, 8, None, 0, 5, 8, 3, 8, 6, 8]"
"<f111v.19,+P0>","[None, None, 3, None, None, None, None, None, None, None, None]"
"<f111v.20,+P0>","[None, None, None, None, None, None, None, None, None, None, 3]"
"<f111v.21,+P0>","[5, 3, 3, None, 5, 3, None, None, 3, None, None, None, None, None, 5]"
"<f111v.22,+P0>","[8, None, None, None, None, None, 8, 3, None, 9, None, None]"
"<f111v.23,+P0>","[None, None, None, None, None, None, 8, None, None, 8, 8]"
"<f111v.24,+P0>","[None, None, 0, None, 3, None, None, None, None, None, None]"
"<f111v.25,+P0>","[5, None, None, None]"
"<f111v.26,+P0>","[5, None, None, None, 9, None, None, None, None, None]"
"<f111v.27,+P0>","[6, None, None, 5, None, 0, None, None, None, None, None, None, 3, 3]"
"<f111v.28,+P0>","[None, 8, None, 8, None, None]"
"<f111v.29,+P0>","[5, None, 0, None, None, None, None, None, None, 8]"
"<f111v.30,+P0>","[None, None, None, None, None, None, None, 0, 3, 3, 8]"
"<f111v.31,+P0>","[None, None, None, None, 3, None, None, None, 3, None, 3, 3]"
"<f111v.32,+P0>","[3, None, 3, None, 5, None, None, None, 8, None, None, None]"
